candidate_key,date_key,seniority_key,technology_key,years_of_experience,code_challenge_score,technical_interview_score,hired_flag
1218,20200831,7,8,16,9.0,3.0,0
30016,20210923,6,19,24,4.0,4.0,0
48029,20220527,4,12,5,4.0,1.0,0
33856,20190804,4,14,8,8.0,2.0,0
20574,20200413,2,17,24,7.0,0.0,0
28965,20190505,7,6,7,2.0,10.0,0
12558,20190313,7,12,10,10.0,1.0,0
14467,20200213,2,10,30,9.0,8.0,1
37535,20220507,3,2,28,1.0,9.0,0
5316,20201028,6,3,17,9.0,1.0,0
8903,20190928,2,14,4,0.0,10.0,0
1232,20210929,1,24,27,7.0,5.0,0
12741,20201012,7,13,18,5.0,10.0,0
5204,20180430,1,20,15,3.0,7.0,0
2999,20200116,3,22,8,10.0,2.0,0
35115,20190209,3,7,19,0.0,10.0,0
25180,20190418,1,1,7,0.0,1.0,0
5132,20200131,5,14,22,0.0,10.0,0
974,20210128,7,12,24,4.0,8.0,0
20983,20191105,3,13,8,10.0,0.0,0
24610,20210906,6,14,5,10.0,6.0,0
7457,20200219,5,8,14,1.0,2.0,0
23350,20210813,2,4,16,0.0,2.0,0
16318,20211110,2,13,19,1.0,5.0,0
5330,20180928,7,10,5,9.0,10.0,1
45673,20210131,4,13,1,4.0,1.0,0
34748,20180723,3,15,29,0.0,5.0,0
8032,20200102,7,17,20,3.0,8.0,0
6107,20190312,6,23,27,2.0,0.0,0
13322,20200814,2,24,8,10.0,10.0,1
5155,20191120,5,4,25,7.0,7.0,1
30985,20200511,4,15,2,7.0,3.0,0
45560,20190221,4,11,21,9.0,8.0,1
29030,20190102,6,13,4,4.0,8.0,0
31409,20210124,7,11,24,7.0,4.0,0
4787,20201028,3,14,23,4.0,0.0,0
3569,20201009,7,11,2,8.0,5.0,0
34863,20190409,2,21,22,1.0,7.0,0
18433,20210415,2,2,15,7.0,10.0,1
29498,20210706,1,21,25,1.0,2.0,0
44751,20180621,5,14,22,7.0,8.0,1
46642,20210204,5,3,29,10.0,10.0,1
45249,20190504,6,3,23,3.0,2.0,0
33468,20200608,3,12,7,2.0,4.0,0
2593,20211118,2,8,2,9.0,10.0,1
25230,20190523,5,12,5,6.0,3.0,0
11575,20190215,4,23,1,5.0,8.0,0
10243,20181228,7,16,16,3.0,10.0,0
1386,20220208,3,23,26,7.0,1.0,0
48667,20200512,6,12,14,0.0,5.0,0
47993,20210805,1,24,8,1.0,10.0,0
28516,20210325,5,1,6,8.0,10.0,1
23807,20201212,7,20,2,6.0,7.0,0
2682,20180503,3,2,20,7.0,0.0,0
42194,20220115,5,15,22,5.0,8.0,0
40497,20190106,4,15,4,1.0,1.0,0
19099,20211216,7,12,23,8.0,7.0,1
42128,20210905,4,14,9,0.0,0.0,0
47845,20200602,1,12,26,7.0,6.0,0
21261,20190310,2,5,16,10.0,8.0,1
11060,20190209,6,12,23,1.0,4.0,0
30698,20200311,3,24,25,8.0,6.0,0
4024,20181216,2,11,16,2.0,8.0,0
17284,20190916,1,14,22,8.0,10.0,1
4488,20210511,7,14,5,9.0,8.0,1
44841,20200729,5,3,7,3.0,4.0,0
27571,20200629,6,9,28,7.0,0.0,0
17428,20180830,3,14,26,7.0,9.0,1
28182,20210718,7,9,27,7.0,10.0,1
25502,20201110,4,21,10,0.0,0.0,0
49603,20200829,5,21,6,3.0,1.0,0
33215,20200718,6,23,23,2.0,1.0,0
20003,20200716,7,17,11,3.0,5.0,0
43616,20210226,2,24,2,10.0,5.0,0
30963,20180807,3,1,29,5.0,8.0,0
15560,20200808,5,5,26,6.0,3.0,0
40337,20180822,1,17,18,2.0,3.0,0
28588,20220122,5,14,14,6.0,2.0,0
5911,20220115,3,21,10,7.0,3.0,0
26683,20210513,2,13,11,1.0,1.0,0
23009,20190318,1,9,6,9.0,6.0,0
6914,20200929,4,9,14,3.0,0.0,0
19049,20190812,3,3,26,6.0,8.0,0
26462,20201030,7,23,20,6.0,0.0,0
3626,20210215,4,15,26,9.0,8.0,1
7256,20190216,2,15,12,6.0,7.0,0
9807,20180311,2,20,8,0.0,4.0,0
30398,20210507,5,23,2,1.0,2.0,0
49206,20220626,4,11,21,6.0,5.0,0
14360,20180623,6,13,3,9.0,2.0,0
9958,20220430,3,21,19,5.0,2.0,0
22556,20200515,6,21,18,3.0,3.0,0
19945,20200121,5,18,11,1.0,1.0,0
31254,20190511,1,11,9,3.0,1.0,0
42521,20200925,7,8,29,5.0,5.0,0
41765,20201028,7,3,9,3.0,5.0,0
9272,20220211,6,18,3,6.0,10.0,0
45324,20200613,6,3,17,4.0,5.0,0
19599,20180912,4,8,13,9.0,1.0,0
4032,20200328,6,24,20,10.0,3.0,0
40931,20190730,4,7,14,5.0,7.0,0
24564,20210614,5,2,9,10.0,6.0,0
39639,20190929,2,22,17,4.0,10.0,0
14628,20220113,5,24,16,2.0,1.0,0
20066,20200102,4,6,29,0.0,4.0,0
6670,20210418,3,12,11,4.0,9.0,0
49061,20210228,2,19,15,8.0,0.0,0
2429,20190423,2,14,26,1.0,10.0,0
28629,20181120,2,6,26,4.0,9.0,0
14973,20200712,4,24,3,0.0,7.0,0
1805,20200620,7,12,27,10.0,7.0,1
5627,20210322,5,6,20,8.0,1.0,0
9581,20190116,4,5,30,0.0,3.0,0
17705,20211116,3,13,2,4.0,3.0,0
31196,20180503,3,21,4,9.0,9.0,1
10122,20220117,4,12,20,8.0,10.0,1
40318,20210101,7,22,16,2.0,6.0,0
20142,20210215,4,20,29,1.0,3.0,0
33036,20211205,3,22,27,1.0,10.0,0
3342,20200321,4,3,30,4.0,7.0,0
23044,20200422,2,13,25,10.0,6.0,0
46250,20180428,4,5,4,7.0,0.0,0
5333,20201218,5,3,22,10.0,10.0,1
15083,20211014,2,12,13,4.0,7.0,0
40407,20210618,4,13,11,7.0,9.0,1
27521,20190311,2,1,13,6.0,0.0,0
32002,20180126,2,22,14,2.0,9.0,0
42385,20190428,7,16,3,9.0,1.0,0
40702,20211207,7,6,13,8.0,1.0,0
39468,20181008,2,2,20,10.0,6.0,0
36051,20190116,7,8,2,2.0,9.0,0
14838,20210613,7,21,16,2.0,10.0,0
38752,20201110,1,5,6,8.0,5.0,0
32263,20191022,2,14,15,9.0,4.0,0
26485,20200509,2,14,27,6.0,0.0,0
19752,20201201,2,16,15,5.0,0.0,0
8811,20190717,5,21,4,2.0,7.0,0
28151,20200415,5,16,15,2.0,10.0,0
11126,20200210,7,19,16,4.0,0.0,0
24195,20200621,1,18,28,1.0,4.0,0
13151,20181031,3,8,21,10.0,2.0,0
34814,20210504,7,3,9,2.0,9.0,0
26689,20220308,6,14,4,3.0,1.0,0
6483,20200125,6,8,26,5.0,2.0,0
27909,20210221,2,12,24,5.0,0.0,0
46283,20200605,6,22,9,6.0,6.0,0
11826,20201209,4,2,0,6.0,1.0,0
2701,20181029,3,13,1,3.0,4.0,0
36798,20200525,2,21,27,3.0,8.0,0
32153,20220417,6,22,28,7.0,3.0,0
21289,20181126,7,21,1,4.0,4.0,0
13538,20200723,2,19,29,0.0,0.0,0
16383,20220130,7,17,12,1.0,10.0,0
41588,20180129,6,14,25,3.0,4.0,0
25456,20190422,3,18,25,6.0,5.0,0
3173,20210805,1,24,15,9.0,9.0,1
47646,20210930,3,1,20,4.0,0.0,0
31,20220113,5,13,28,7.0,1.0,0
41310,20191114,2,8,24,6.0,2.0,0
31707,20190926,7,13,2,1.0,2.0,0
19313,20200919,6,3,24,6.0,6.0,0
42498,20190106,1,2,28,7.0,6.0,0
47613,20210921,6,14,28,9.0,4.0,0
41091,20180731,6,13,20,0.0,9.0,0
36374,20220307,6,13,9,6.0,4.0,0
42382,20210107,2,17,27,7.0,10.0,1
1198,20201114,5,2,11,9.0,6.0,0
16649,20191203,1,13,8,3.0,1.0,0
17082,20191011,7,14,18,3.0,5.0,0
15619,20210814,2,4,20,5.0,6.0,0
41159,20200113,4,6,2,0.0,4.0,0
4017,20180618,1,3,2,1.0,4.0,0
17333,20181129,7,19,19,6.0,10.0,0
38964,20200403,5,8,9,7.0,8.0,1
2644,20180829,6,12,24,8.0,4.0,0
19274,20210428,1,4,30,0.0,7.0,0
12606,20191225,1,3,20,6.0,5.0,0
29343,20220102,4,6,18,1.0,5.0,0
1877,20210123,1,13,22,9.0,1.0,0
42917,20180928,1,13,13,8.0,5.0,0
24494,20220214,2,20,4,9.0,0.0,0
42352,20220523,1,3,5,3.0,8.0,0
30319,20220409,2,8,10,1.0,2.0,0
32338,20200507,4,3,20,7.0,2.0,0
46865,20200721,1,21,20,8.0,6.0,0
3744,20180812,6,11,0,10.0,4.0,0
11337,20220603,2,19,28,10.0,3.0,0
31675,20200703,7,16,8,4.0,5.0,0
11368,20201116,6,24,26,0.0,3.0,0
47399,20220426,3,13,20,1.0,10.0,0
39849,20200619,7,1,25,6.0,5.0,0
11226,20191130,7,3,29,7.0,9.0,1
39528,20190827,7,19,15,0.0,8.0,0
37101,20200228,5,10,30,9.0,1.0,0
24050,20211114,7,19,30,2.0,9.0,0
7301,20191018,2,19,3,3.0,9.0,0
8907,20200213,6,14,4,0.0,6.0,0
2715,20190320,2,17,29,7.0,4.0,0
32622,20181103,2,9,1,0.0,9.0,0
33207,20190214,4,22,18,4.0,4.0,0
48536,20211211,7,7,21,4.0,3.0,0
1391,20190405,3,15,5,0.0,8.0,0
33919,20181130,1,1,29,9.0,10.0,1
26676,20200526,6,7,5,6.0,3.0,0
6274,20180731,2,8,8,1.0,9.0,0
27457,20190803,1,22,19,6.0,8.0,0
5684,20210702,7,19,28,4.0,4.0,0
4760,20220202,4,11,6,1.0,9.0,0
548,20180405,7,18,24,7.0,1.0,0
21707,20181117,6,7,7,0.0,5.0,0
20692,20210131,1,19,2,6.0,4.0,0
3402,20220615,2,22,27,0.0,7.0,0
37756,20190727,4,12,12,4.0,0.0,0
46218,20220507,4,10,3,9.0,8.0,1
36246,20180626,5,19,18,9.0,7.0,1
17426,20190307,3,18,17,5.0,0.0,0
29129,20210113,6,7,21,4.0,9.0,0
16003,20201229,3,14,17,5.0,6.0,0
19581,20180428,2,1,27,3.0,5.0,0
30982,20220212,3,13,12,2.0,5.0,0
24340,20220220,6,21,30,0.0,6.0,0
42907,20220224,6,18,4,5.0,1.0,0
32485,20200216,5,24,29,0.0,5.0,0
24448,20211017,7,4,8,8.0,1.0,0
29884,20210912,3,20,12,2.0,7.0,0
44085,20200828,3,10,7,7.0,10.0,1
16942,20180317,6,11,11,4.0,4.0,0
45204,20220128,5,16,14,5.0,9.0,0
25109,20201111,7,21,21,5.0,5.0,0
4169,20220527,6,20,19,3.0,6.0,0
43772,20211028,6,13,25,4.0,10.0,0
46780,20210608,7,16,21,9.0,10.0,1
24080,20210716,4,8,29,8.0,7.0,1
22837,20190731,5,11,25,2.0,2.0,0
409,20200825,2,10,17,9.0,7.0,1
46932,20181128,2,5,26,4.0,6.0,0
44904,20190519,4,1,29,1.0,2.0,0
27373,20180606,1,15,14,6.0,0.0,0
29800,20220413,6,5,30,5.0,8.0,0
3989,20190512,1,6,8,6.0,5.0,0
8863,20180410,1,24,21,8.0,9.0,1
31079,20180728,6,8,6,1.0,4.0,0
3571,20220430,6,15,24,8.0,2.0,0
47850,20210119,2,14,14,3.0,3.0,0
10975,20201118,3,1,15,8.0,0.0,0
43007,20220217,1,8,12,9.0,7.0,1
1042,20211118,6,8,19,8.0,8.0,1
28571,20190219,6,21,16,1.0,8.0,0
27591,20190826,5,2,24,5.0,0.0,0
40560,20211221,2,1,16,8.0,7.0,1
2960,20191028,2,13,27,5.0,0.0,0
20882,20210410,5,13,13,0.0,9.0,0
43344,20200715,6,1,19,0.0,5.0,0
35342,20180321,4,21,1,1.0,7.0,0
43437,20180331,2,8,10,0.0,10.0,0
30326,20211126,1,20,20,10.0,6.0,0
25990,20190821,6,10,0,9.0,5.0,0
4809,20211031,2,18,29,7.0,10.0,1
14958,20191215,3,16,18,7.0,0.0,0
10995,20180611,7,14,14,8.0,7.0,1
24228,20200203,3,21,19,2.0,9.0,0
15276,20181029,7,2,22,7.0,3.0,0
46032,20201007,6,16,7,8.0,8.0,1
46214,20180423,4,18,14,6.0,8.0,0
28409,20210402,3,20,13,2.0,0.0,0
18983,20200108,3,22,8,5.0,1.0,0
40186,20220330,3,14,1,8.0,7.0,1
757,20190128,6,2,26,9.0,4.0,0
17926,20180903,6,7,24,10.0,0.0,0
14476,20190410,3,9,4,7.0,0.0,0
46633,20201121,5,12,12,6.0,9.0,0
1851,20211006,7,22,27,9.0,8.0,1
17148,20190109,2,9,0,1.0,0.0,0
40673,20180629,2,1,6,5.0,0.0,0
6357,20220518,6,16,16,0.0,2.0,0
29084,20210410,5,8,17,9.0,0.0,0
14483,20180114,6,8,20,4.0,4.0,0
38188,20220306,3,14,30,9.0,0.0,0
25358,20201231,7,1,25,0.0,2.0,0
8340,20191130,7,19,11,9.0,4.0,0
35672,20210822,2,19,28,4.0,6.0,0
42323,20211201,4,13,23,4.0,0.0,0
37123,20181214,1,23,5,1.0,5.0,0
44616,20190619,5,22,1,6.0,3.0,0
9991,20210727,1,23,25,1.0,2.0,0
13732,20220426,7,24,26,5.0,5.0,0
16584,20191003,1,5,30,2.0,5.0,0
27698,20190315,5,17,30,8.0,7.0,1
30421,20200429,1,16,6,1.0,7.0,0
19550,20190715,5,2,30,1.0,4.0,0
9331,20190120,6,13,12,5.0,0.0,0
23426,20180512,7,2,1,9.0,3.0,0
9253,20211107,2,13,13,4.0,3.0,0
46851,20211218,5,3,26,2.0,7.0,0
6077,20180823,3,8,18,9.0,1.0,0
40141,20220314,5,6,28,9.0,9.0,1
34377,20180202,2,18,14,8.0,6.0,0
45769,20190318,4,21,13,7.0,8.0,1
12194,20210704,7,6,7,3.0,3.0,0
47473,20200501,5,23,28,10.0,4.0,0
14442,20180418,2,13,26,3.0,6.0,0
15146,20210201,6,20,21,2.0,5.0,0
30889,20190222,1,10,29,5.0,2.0,0
27113,20200317,1,21,2,4.0,8.0,0
38740,20181008,7,9,10,4.0,5.0,0
18746,20210728,7,22,9,3.0,2.0,0
29154,20210819,3,19,22,9.0,4.0,0
41433,20210108,2,18,11,5.0,4.0,0
4426,20210806,4,24,30,3.0,5.0,0
29973,20210215,3,17,6,2.0,5.0,0
3591,20200517,2,3,8,1.0,3.0,0
45630,20210831,2,15,3,2.0,3.0,0
30079,20180718,1,4,16,6.0,9.0,0
24698,20200713,5,12,1,5.0,3.0,0
23235,20201203,6,14,15,4.0,6.0,0
43411,20180826,4,10,23,0.0,3.0,0
8197,20180227,2,20,17,1.0,8.0,0
3309,20190513,6,4,13,4.0,7.0,0
4245,20190802,4,24,16,5.0,8.0,0
27354,20210710,3,12,8,8.0,10.0,1
6471,20190907,5,14,5,3.0,7.0,0
30179,20211229,2,24,6,4.0,3.0,0
41691,20180825,5,14,27,10.0,1.0,0
34872,20210430,6,23,20,10.0,7.0,1
26864,20211222,2,15,28,6.0,7.0,0
20465,20180322,1,2,16,2.0,4.0,0
32613,20190721,1,11,14,2.0,6.0,0
48362,20190328,3,7,0,2.0,7.0,0
32347,20191215,2,10,8,8.0,9.0,1
43149,20200224,3,22,25,9.0,0.0,0
21311,20200621,2,14,19,3.0,1.0,0
22477,20181018,3,1,22,7.0,7.0,1
28529,20210627,1,6,25,0.0,3.0,0
27435,20190828,7,8,26,1.0,9.0,0
23977,20180215,7,12,18,6.0,8.0,0
19572,20190509,5,5,18,3.0,8.0,0
3490,20210506,6,21,27,0.0,7.0,0
8001,20180623,6,11,25,6.0,4.0,0
8497,20181229,5,4,12,4.0,10.0,0
43069,20180505,6,5,23,7.0,3.0,0
11167,20190406,2,9,15,5.0,6.0,0
3384,20191109,6,17,25,6.0,8.0,0
18964,20180314,2,8,11,1.0,1.0,0
22873,20180911,3,14,21,3.0,2.0,0
40197,20201107,4,15,7,7.0,0.0,0
27430,20211229,5,6,28,4.0,10.0,0
2874,20190819,4,2,30,1.0,1.0,0
26384,20200501,7,24,11,4.0,6.0,0
39868,20180514,3,1,0,2.0,1.0,0
2490,20180628,6,19,24,0.0,9.0,0
374,20181020,7,15,6,5.0,1.0,0
18239,20210116,3,24,19,7.0,2.0,0
14139,20220407,1,5,19,2.0,5.0,0
8078,20200315,6,5,5,1.0,6.0,0
5820,20210731,2,17,10,4.0,0.0,0
18713,20211111,7,16,19,6.0,3.0,0
16100,20220627,2,8,21,3.0,7.0,0
11535,20190815,3,22,13,3.0,1.0,0
32999,20190923,7,10,19,2.0,0.0,0
34133,20210602,4,18,19,9.0,3.0,0
42815,20201105,3,23,16,8.0,5.0,0
45959,20220416,4,16,3,8.0,3.0,0
36497,20180817,3,14,28,5.0,7.0,0
21093,20220503,6,21,0,0.0,0.0,0
2962,20220316,7,13,9,6.0,0.0,0
16639,20180916,4,5,29,3.0,5.0,0
35934,20220308,1,14,23,6.0,5.0,0
42127,20201222,5,9,10,9.0,4.0,0
25909,20211130,6,1,14,3.0,9.0,0
44379,20210415,2,1,2,3.0,2.0,0
27079,20211019,4,14,20,3.0,9.0,0
36688,20190923,3,14,12,10.0,0.0,0
47058,20190305,5,19,9,8.0,10.0,1
33640,20190727,1,10,27,10.0,1.0,0
23718,20210506,2,20,15,3.0,0.0,0
21603,20190221,1,14,1,6.0,0.0,0
20911,20220527,1,1,6,1.0,8.0,0
16070,20201110,2,13,13,5.0,7.0,0
16790,20200209,4,11,9,2.0,9.0,0
1261,20190516,1,2,17,4.0,6.0,0
19646,20210308,7,10,28,10.0,6.0,0
6435,20210723,4,6,4,9.0,0.0,0
10670,20210706,1,13,3,4.0,4.0,0
19770,20220320,4,24,28,5.0,6.0,0
35530,20190511,2,22,12,3.0,1.0,0
14544,20180904,5,21,23,8.0,1.0,0
22484,20190418,2,6,9,5.0,9.0,0
45749,20201210,7,17,29,0.0,3.0,0
21349,20191006,6,23,15,9.0,9.0,1
28203,20191007,7,8,11,7.0,10.0,1
3304,20181222,7,17,18,1.0,0.0,0
41475,20180410,7,14,30,7.0,10.0,1
23788,20210115,4,19,23,10.0,9.0,1
43298,20200910,6,10,27,6.0,8.0,0
14296,20200530,4,14,7,10.0,1.0,0
13400,20190504,6,1,2,10.0,8.0,1
30538,20200321,3,11,17,8.0,7.0,1
22407,20191107,6,6,25,2.0,0.0,0
33219,20200519,2,12,3,5.0,7.0,0
47737,20220511,4,22,15,4.0,1.0,0
21609,20180910,4,17,29,7.0,5.0,0
24485,20210703,3,2,5,7.0,1.0,0
12355,20180425,7,10,12,0.0,8.0,0
12491,20190911,6,4,15,8.0,2.0,0
20757,20180312,5,10,12,8.0,10.0,1
18188,20180320,5,23,24,8.0,6.0,0
7368,20210921,2,14,20,3.0,2.0,0
887,20190516,7,4,27,2.0,10.0,0
33702,20190226,5,21,21,5.0,8.0,0
10005,20190126,5,20,8,2.0,4.0,0
43414,20210524,7,23,27,3.0,2.0,0
22704,20210724,3,3,28,9.0,6.0,0
35392,20181204,3,13,19,2.0,10.0,0
11533,20210216,2,23,19,5.0,10.0,0
21188,20180914,3,22,23,7.0,1.0,0
16488,20200201,3,11,16,7.0,4.0,0
21104,20220225,3,13,28,8.0,3.0,0
36569,20181024,5,13,5,2.0,0.0,0
1380,20201218,2,6,3,7.0,0.0,0
18615,20210914,4,13,24,8.0,9.0,1
45620,20210327,7,12,25,2.0,0.0,0
8319,20211022,3,8,5,5.0,7.0,0
46291,20200605,3,12,18,6.0,1.0,0
37669,20190525,6,8,6,4.0,6.0,0
38338,20200106,1,18,29,2.0,8.0,0
46501,20190807,4,14,28,4.0,5.0,0
34218,20200403,2,5,12,0.0,1.0,0
16418,20180226,1,4,28,8.0,2.0,0
18509,20211226,7,11,13,9.0,8.0,1
25582,20181027,7,23,3,3.0,5.0,0
46978,20200131,6,11,8,7.0,3.0,0
19780,20181108,2,3,1,1.0,6.0,0
27221,20210903,6,20,12,5.0,4.0,0
35290,20201226,2,1,17,1.0,6.0,0
11790,20180621,2,10,10,10.0,5.0,0
39493,20190322,5,19,5,10.0,8.0,1
1244,20190309,4,5,17,2.0,7.0,0
45121,20190131,4,1,12,4.0,5.0,0
11894,20211122,4,4,8,8.0,4.0,0
48592,20220315,3,7,8,8.0,0.0,0
17723,20210114,3,17,24,6.0,8.0,0
27291,20180830,3,1,10,1.0,6.0,0
40118,20220523,5,14,1,1.0,2.0,0
26721,20210515,1,2,11,1.0,10.0,0
38732,20200403,3,20,26,7.0,9.0,1
11132,20180420,5,17,17,0.0,0.0,0
11883,20180822,6,8,20,0.0,2.0,0
29931,20200730,6,16,25,2.0,3.0,0
21972,20211218,2,17,7,8.0,7.0,1
38327,20191029,3,5,27,9.0,5.0,0
6959,20180411,3,23,8,8.0,7.0,1
37384,20180407,5,13,7,5.0,9.0,0
17694,20181215,1,13,12,6.0,3.0,0
29714,20190212,2,13,5,10.0,0.0,0
44313,20211118,1,1,21,8.0,0.0,0
4636,20190520,1,22,23,9.0,6.0,0
11601,20190710,5,13,25,5.0,4.0,0
25670,20201224,6,19,13,4.0,10.0,0
11169,20191216,2,17,19,2.0,6.0,0
28441,20190903,2,24,7,10.0,4.0,0
26652,20200205,2,3,22,0.0,0.0,0
30511,20200716,3,23,27,3.0,10.0,0
36603,20190522,5,21,11,1.0,9.0,0
9621,20190506,6,13,22,3.0,0.0,0
27578,20220526,3,9,1,9.0,8.0,1
43404,20200928,5,15,1,7.0,5.0,0
32584,20200308,2,16,3,4.0,5.0,0
35993,20200520,1,6,5,6.0,8.0,0
20058,20200904,3,9,5,3.0,7.0,0
23697,20180818,6,1,26,7.0,3.0,0
10468,20201222,6,24,18,3.0,8.0,0
7382,20210110,6,18,11,4.0,7.0,0
29772,20220210,2,13,10,4.0,9.0,0
17184,20200411,5,2,8,3.0,5.0,0
34122,20190630,1,19,10,5.0,8.0,0
17112,20211116,3,1,23,4.0,5.0,0
47532,20180815,2,14,1,7.0,6.0,0
24191,20180929,3,19,8,10.0,6.0,0
11000,20190129,6,10,23,1.0,7.0,0
20478,20201004,1,13,4,9.0,2.0,0
48623,20191114,5,13,24,9.0,2.0,0
18597,20201227,1,7,10,5.0,5.0,0
1990,20200413,4,13,25,9.0,5.0,0
29835,20200729,3,24,25,0.0,10.0,0
21710,20210928,1,11,18,8.0,6.0,0
49736,20190419,4,15,2,5.0,7.0,0
14421,20191217,6,10,15,2.0,6.0,0
2965,20191119,7,16,17,2.0,8.0,0
40622,20200615,3,11,5,2.0,0.0,0
39126,20190730,5,14,18,4.0,8.0,0
36380,20190404,5,14,4,8.0,7.0,1
41638,20201105,4,23,20,6.0,7.0,0
3,20200516,7,5,5,10.0,4.0,0
32034,20210224,5,23,8,8.0,7.0,1
9471,20180904,2,1,20,0.0,9.0,0
5391,20210825,3,8,9,8.0,6.0,0
30784,20190525,2,15,1,8.0,7.0,1
21078,20181201,6,16,28,10.0,9.0,1
3230,20181231,2,13,22,9.0,2.0,0
36800,20190727,4,9,2,10.0,5.0,0
4295,20210814,2,5,2,9.0,9.0,1
40070,20211018,5,15,1,3.0,1.0,0
13988,20210808,2,7,17,4.0,2.0,0
24296,20180916,3,4,15,5.0,3.0,0
10646,20210124,7,2,11,8.0,1.0,0
2013,20180301,5,3,12,4.0,2.0,0
20227,20220419,5,10,16,1.0,0.0,0
36361,20220531,1,16,20,1.0,9.0,0
1217,20210218,1,7,30,5.0,7.0,0
42139,20180123,4,1,27,5.0,10.0,0
7631,20190605,2,17,7,6.0,7.0,0
25060,20190829,4,12,2,1.0,3.0,0
33452,20220303,3,5,16,6.0,4.0,0
13991,20201126,5,5,14,4.0,2.0,0
2986,20180115,1,4,27,5.0,2.0,0
6073,20180328,5,5,7,10.0,7.0,1
37436,20200530,7,13,2,1.0,0.0,0
16767,20180220,4,6,21,9.0,8.0,1
14164,20210726,2,10,11,6.0,6.0,0
13630,20190921,5,13,29,7.0,0.0,0
14936,20210522,5,2,11,10.0,3.0,0
48337,20190709,5,10,10,9.0,2.0,0
25789,20180609,6,6,13,3.0,10.0,0
2398,20220311,1,13,25,4.0,4.0,0
21075,20190426,5,13,30,2.0,3.0,0
4998,20181119,1,10,26,1.0,8.0,0
13142,20200602,3,22,22,0.0,3.0,0
32562,20220502,2,3,8,0.0,1.0,0
9880,20180129,2,13,5,7.0,4.0,0
8016,20200602,4,8,27,6.0,2.0,0
17102,20180717,4,4,22,0.0,6.0,0
22410,20200210,3,10,25,2.0,1.0,0
42675,20181127,2,7,14,7.0,0.0,0
28463,20211027,1,17,3,9.0,4.0,0
37949,20210924,1,22,10,8.0,3.0,0
3932,20181008,7,21,1,9.0,8.0,1
42370,20191109,4,6,19,6.0,7.0,0
10414,20180622,4,3,20,8.0,9.0,1
8533,20181022,7,13,10,10.0,7.0,1
35398,20200330,3,21,11,10.0,2.0,0
11480,20200624,1,17,30,2.0,3.0,0
27854,20200721,2,22,26,1.0,3.0,0
28406,20210517,7,16,1,4.0,10.0,0
39675,20190305,6,8,29,7.0,1.0,0
37813,20190122,6,8,2,3.0,8.0,0
39300,20180528,2,1,19,3.0,8.0,0
3159,20181006,6,20,19,10.0,1.0,0
36902,20180612,3,4,1,0.0,6.0,0
8779,20180308,4,18,19,5.0,0.0,0
26813,20180322,3,19,26,7.0,4.0,0
3484,20190531,4,7,11,10.0,7.0,1
5544,20200717,2,14,28,7.0,10.0,1
33843,20191108,6,4,30,7.0,6.0,0
1410,20201101,7,8,27,8.0,8.0,1
16229,20200303,7,23,19,5.0,1.0,0
34864,20200521,4,20,13,6.0,5.0,0
234,20200905,7,12,9,1.0,3.0,0
22711,20210612,7,21,13,10.0,0.0,0
181,20190416,7,8,4,8.0,9.0,1
25331,20210208,5,7,7,10.0,7.0,1
12775,20190202,5,18,25,0.0,0.0,0
6628,20210425,6,23,26,9.0,3.0,0
21393,20211016,3,13,18,6.0,7.0,0
5311,20200108,1,8,22,5.0,3.0,0
8771,20190401,2,23,15,1.0,1.0,0
3706,20200215,1,22,5,3.0,10.0,0
14354,20210929,4,13,11,5.0,10.0,0
45671,20181206,5,7,2,0.0,2.0,0
24902,20180118,4,22,5,0.0,10.0,0
30891,20200428,3,4,21,3.0,3.0,0
36485,20220409,7,9,10,1.0,9.0,0
40823,20190616,4,10,23,10.0,8.0,1
27762,20201018,3,15,14,10.0,7.0,1
15415,20200116,2,6,25,4.0,8.0,0
7526,20220317,7,15,1,3.0,8.0,0
6098,20180413,3,13,3,2.0,9.0,0
23300,20180707,7,10,28,6.0,0.0,0
13982,20191210,4,4,14,0.0,2.0,0
33885,20200923,4,10,19,3.0,1.0,0
25506,20220616,7,14,25,8.0,6.0,0
31566,20210902,5,7,8,2.0,2.0,0
5444,20200713,6,20,11,5.0,9.0,0
859,20191104,4,2,16,1.0,1.0,0
25767,20220619,2,7,14,4.0,8.0,0
33641,20190114,4,6,3,0.0,5.0,0
30499,20200205,5,8,12,0.0,1.0,0
24760,20210613,5,12,17,7.0,6.0,0
22551,20220416,6,15,1,8.0,9.0,1
7609,20210629,5,4,20,3.0,2.0,0
39217,20190106,5,8,2,2.0,9.0,0
34671,20211022,4,3,16,7.0,0.0,0
49685,20191112,2,13,14,4.0,8.0,0
22435,20190811,2,15,4,10.0,7.0,1
2868,20210420,5,4,12,1.0,2.0,0
30927,20210911,1,13,22,10.0,2.0,0
34094,20190616,4,13,14,10.0,5.0,0
34324,20210104,7,6,17,9.0,6.0,0
39936,20181102,3,6,18,7.0,8.0,1
39087,20220407,5,4,19,2.0,4.0,0
7650,20181020,4,13,6,6.0,7.0,0
25912,20210718,2,22,26,1.0,4.0,0
17023,20191018,7,22,8,1.0,10.0,0
12370,20180308,7,18,27,5.0,0.0,0
8602,20200925,3,13,12,1.0,0.0,0
26740,20190413,1,3,10,4.0,8.0,0
32543,20200711,1,9,8,4.0,10.0,0
20753,20210810,2,6,7,2.0,3.0,0
